name,png_sha1,ctxr_sha1,pil_png_sha1,mc_alpha_adjusted_sha1
0023ace3,2b9e590bb92f3e02f7e7da8560796e9b582b868e,b28df2104dbf26f97f9c884beac59c871aef1d33,41925653032fc112d5ce8e369154cdd381e26a5b,41925653032fc112d5ce8e369154cdd381e26a5b
00248df3,0b2f161d865c4c5f4043fc54c15455d055332c4f,4bcb72c183d351ae16c34992c41310701489d0fa,a8a166baafaa923eb14e736b6a60ec0e2d4f8014,a8a166baafaa923eb14e736b6a60ec0e2d4f8014
00253181,67c852cc8639181dedec794ca3f2cd5ba13b75cc,d4bfb690d605f5b95e0e737791b7aabb68b0d776,f5b4c6f6dfd0bd549eab3725318d69281fedb3d8,f5b4c6f6dfd0bd549eab3725318d69281fedb3d8
0026f2fc,f77a65e7f022afc0e966c5aae4257bf11076689b,65a4737878515820a3d352e6255b1683f3ed5240,c0a048e38dcbf2632a1a80dab9bf79b69686a0ba,c0a048e38dcbf2632a1a80dab9bf79b69686a0ba
0027ccec,fa07a468c1459340ebacb3bed0a269fb004134b4,ada478852c71c1c1eda9eca617e35f6ad3141abd,0e00fdc2b366ddbe4b5a29d4bf294838ece95267,0e00fdc2b366ddbe4b5a29d4bf294838ece95267
002ceb42,f19c09dc9abe95f5d88612c7d43f1de372be8b59,e2180deced7ce4c5cbe7662dd19aba60b073e5bb,dcf99de660ba6278ae6a27499deaf18830b39b54,dcf99de660ba6278ae6a27499deaf18830b39b54
002f0bd0,adbffee2740b6e8f0aec88e673e3165d968c8e59,6036cf93344fc67bb55235e89b6e5b81e1d3b401,97a4a626f585c0909d3a5e95c8f44b3a5dc20826,97a4a626f585c0909d3a5e95c8f44b3a5dc20826
002f1bd0,4870192b35647a4fd7326249961a611239104e61,5fa17ac01bb4d4e47673bf00b7790f4c6eec32ef,135b66967fc1cddb833c08eb5b1a6cbcedf6047a,135b66967fc1cddb833c08eb5b1a6cbcedf6047a
002f2bd0,611c16bc3a3bbeb0488642bdb2eb29cadc827b84,5cf9983d542ad193f5b07d414ff0a1dae3b5f291,26750d16543834ed4abc4c7afcc70ac8b6a7f94b,26750d16543834ed4abc4c7afcc70ac8b6a7f94b
002f3bd0,3e96ba37c860840b46a7abe72cd7c72b90d999b5,dde26dcd5695d2bc6616dd0f1f30cd41055ec63e,1a03ab9902f3862427499a534b5a23566f1bc3c9,1a03ab9902f3862427499a534b5a23566f1bc3c9
002f4bd0,ced8e6128335429d179d2e1a1f578c2a0ac9700b,51c9e5dc0ad625ebb70424c6c047149a43aab311,274d4457c2b70a86e35d799991c636530f0a56fc,274d4457c2b70a86e35d799991c636530f0a56fc
002f5bd0,1a62659c32244bc2e46534b0e3698ce3c7cadf72,0982dfb2eb50403b9cf6b02cd676c743bd7784a7,21e6dce03b746a0a7fca5c1b0771add388815f34,21e6dce03b746a0a7fca5c1b0771add388815f34
002f6bd0,b74d68049bec9f2a135b12172f57d58f3062c490,bb020621fc5dd031d0eac6ec69b26a1f14228d12,1f4514dbff33b0dcbe880ad286d3f1e3d50aff29,1f4514dbff33b0dcbe880ad286d3f1e3d50aff29
002f7bd0,d9c1669d1ddb6bc9050c24888d3252fa76066721,18e15d5ed1a7ff298508ec06957c3a261c5eb473,55120f61373c010eeb03dd10be3673616b53e7c4,55120f61373c010eeb03dd10be3673616b53e7c4
002f8bd0,5b35fa47640802db4d07e5041b66b917b5375ede,beebf0674073347f0bf27466da73259ee5bb9939,d04f1cb755b46aa280ca620e9584507364715521,d04f1cb755b46aa280ca620e9584507364715521
00304ad1,3c51760f04538fb64d5250112a9525299586e8e7,ef09c795a8f5dacf647fecccb8fe4ee37eeca775,1cee2d1d1decc31043ad261ebcb352166acfc163,1cee2d1d1decc31043ad261ebcb352166acfc163
0030f164,3969cd1ac9128cc3ab5b34d6ba9e67e557e49700,8f6f1dd12d0e1492cbc09278ec4c765b397618cc,28bc862cd9b133f32a98ddf704c65d77ef8593ac,28bc862cd9b133f32a98ddf704c65d77ef8593ac
0030fbd0,3dcd704e8f8c324058620b15bc620cb6e8e8e284,06c5359e8a098a6c8d3b1186b5bb09a97cf8e596,ca054d00398aaa526cd4c5adfe245b0cfb1897f2,ca054d00398aaa526cd4c5adfe245b0cfb1897f2
00310ae2,4856189c6a2792e7de4be3c2019c26c6ddf1691c,4e9b8c7d8a5d0fdc0b1400f22c734320c31fbefd,04bcb2935d6716826aa3a477b46e0cdbec5444de,04bcb2935d6716826aa3a477b46e0cdbec5444de
00310bd0,cfb3704ef0518210756453c2e6d945dbc2f7e9bb,77118d672f7786c2602c7479132c604d3df0193b,64e6baed43af35d923570cd23fa8592179aec637,64e6baed43af35d923570cd23fa8592179aec637
00311bd0,9480a8ab886b1692c5b9579be76fadd1f121677b,4c581098697f70bfb54858b6e7fe4bcad3f242af,377b1fc67aaf28b5c9ff89954e0206f99bae2078,377b1fc67aaf28b5c9ff89954e0206f99bae2078
00312bd0,1a2190761d46bf279bf05d4a49c6dbbf51b713c0,ed4665d91ecb4a30364708102b23a86ba5b26908,e3896b6b9871c7bfbcb02fb7646f0fbd112b3688,e3896b6b9871c7bfbcb02fb7646f0fbd112b3688
00313bd0,5896d36cad8df215d8e87f6ab620c28736337a30,dd0853d065328576853987b362450463e274b3b6,fa01ca5412e3a6fd8d36ba597a03af4121154238,fa01ca5412e3a6fd8d36ba597a03af4121154238
00314bd0,3cf4a96dc89c0f61f497035da2b534fd92b50f42,b5e94333da2b385767bfbd51f53c0113343a909f,eb530d2e93e3414acc0415a41c84f95ca17d07ea,eb530d2e93e3414acc0415a41c84f95ca17d07ea
00315bd0,09d14eea6ca39102ab07c15e096513897e722108,cb21170546c5dfcefce84cac342390c77b8df1e6,d8ba6ad622c779852f8b229c59d596036470e511,d8ba6ad622c779852f8b229c59d596036470e511
00316bd0,da39033149ad4441cab0706a7b78567c2b4a9965,edbdfce23830a10ea4d5b6a79d705b62c78c9919,c441e75817f021dc27fe969d41c40eeb2768e4ab,c441e75817f021dc27fe969d41c40eeb2768e4ab
00317bd0,91a0f5dfeb3299f415c5e87e4c6521cf72e4c94f,0efeacd9ae778bd049a6ae012ec61f39a2758eb2,148064886b53b73ef018ded45062631f57d1e006,148064886b53b73ef018ded45062631f57d1e006
00318bd0,2b3d47622fe2de36339e100eeb1095ab668a82b4,532253129203b4cc93e3b982a296875ed85776a9,10f395956f824a18fb734f0b3c14b00442aea279,10f395956f824a18fb734f0b3c14b00442aea279
0031ead8,0d7bc1640acafa61529e15b17a96f2f48c42ebbe,80ce97ce1f45b2c954b65f7dd4d0fba4bf89caaf,75adcd442bc130fb68dbfbc9ef48d47ce0bdf6cd,75adcd442bc130fb68dbfbc9ef48d47ce0bdf6cd
00324ad1,b56ccfc4d24bfded3d327a2655da6eb1506b69c7,85239fd1d0cff0dad8b12d7e50b91510892acc16,7912df11d034ccc915db505a7c460fcf73464ce1,7912df11d034ccc915db505a7c460fcf73464ce1
0032ead8,e094a4f43fb9d331575cd7ea79ad7610675a7d0c,892edebce9736699300bac56c7cbbaec3963632f,734dfeaebd53f99b347d546b9f685de419922bb8,734dfeaebd53f99b347d546b9f685de419922bb8
0032fbd0,7052c95a6cf868fb939f0721932e32e24e9b301e,85a649dbcfa69ea2fe6c1523d608a6130d61b5fa,08780465c4b3330ec0cacc1be12cc8efbb7aca84,08780465c4b3330ec0cacc1be12cc8efbb7aca84
00330bd0,c57ab0f91d6882ce0a8ce4be19b04401721200e2,ed9ea80a67aaf26d2da11235d38766e44e0f2eac,ed64797f87b9274e3a827d954e67a66321abfc1c,ed64797f87b9274e3a827d954e67a66321abfc1c
00331bd0,daa43926896631da4d671ee6f8ea6d995c646340,6157e7967ced2e558ceef5c3ddb2e3396e3ef73d,c6bdc5c7b86b3f436a02e1a757ae0349f773e60e,c6bdc5c7b86b3f436a02e1a757ae0349f773e60e
00332bd0,437544375db82dfc2a372d64f328f818e38b5393,0d2ab7c416fd6063b312a137800581a4b9f85112,3f6214abe5c23d12654fd7351c1e93978460a33f,3f6214abe5c23d12654fd7351c1e93978460a33f
00333bd0,0de3ab4378d22a7949433b3cb1899195461047fc,8afe282689dac0977684553571b59c0857a3609a,512def2f24d726cca5f5f5606050adf52d289589,512def2f24d726cca5f5f5606050adf52d289589
00334bd0,24ddb660aec720fbef1b404329ee8e7d0663d518,95dfdab1bac8dbdce0630c872f87db24424fed0a,b78dfec269d6ac4eedc292b07db539c08fbf74f0,b78dfec269d6ac4eedc292b07db539c08fbf74f0
00335bd0,7d7649eadca67d6edd8f6e72943491860d779350,13553c25cbb4e2a59d0ccbcc22782e6caad36084,031f508ef842acb9152cdcf0cdc56fe034229120,031f508ef842acb9152cdcf0cdc56fe034229120
00336bd0,e55fa63e5d94ab51ef63c4e8225cb0f4275d7a0d,3077262d4fd50dd731d9ebf5a7f6df70797f1dce,b56ddfae866fc9384286f12e6327adafc31de79f,b56ddfae866fc9384286f12e6327adafc31de79f
00337bd0,e4a8955567c3da455bce5142b7beb3fa74db70cd,b1278d43387d720a5abf1948bfec253dc6fe1082,5e05d538574a1fded18f450cfae4aa2fbf4d2794,5e05d538574a1fded18f450cfae4aa2fbf4d2794
00338bd0,a1cafb5b0363de2a8b69bdcf47e04d188ba4df6f,20c174af74097891cae61673776496f0534b7c55,43fae8ad8d511ef6d06d1b4bb236bab6e834c579,43fae8ad8d511ef6d06d1b4bb236bab6e834c579
00344ad1,e3f536febded31f59f4d347749aba29dec4e8d9b,48ceb8c7a47445d0b4e688e141d04f014ab672db,2f49c2cdc2782cec476ba00bcf4b6453c88afce9,2f49c2cdc2782cec476ba00bcf4b6453c88afce9
0034852b,1a7d3c4b161ef3698c9d0d820d43789030ec2cf7,48283a0b8ccb6c1e43fff973edb9547974eb7c9c,fcd3006a781981d421f8344ca19cfd6f0ccf8b1b,fcd3006a781981d421f8344ca19cfd6f0ccf8b1b
0034fbd0,08ed684a6a548809ffa221a393a866fb21949003,5365d1dc642579f054b83c62c3d84a89b707ba08,2183fc982bbb4a880e2489cac882d908f018868f,2183fc982bbb4a880e2489cac882d908f018868f
00350bd0,e1df95f3e1d3c4bc10b1f579947614dda2e78431,da79da2c97a3561c89266b50f45abfa742d38a72,c20c6fd82b99efb0e7ea4c0a0f312d8a2b4084b7,c20c6fd82b99efb0e7ea4c0a0f312d8a2b4084b7
00352bd0,2724347a6a8c388b80c51b2564e06b6432bff227,f77f4ff9ecf03ff312be5d3b8ec1ba904df30b81,2adfde4bde4fc880d7ef3e3aee826f29d3d5c4da,2adfde4bde4fc880d7ef3e3aee826f29d3d5c4da
00353bd0,c19c06fff4eee9fdf3459d3501f0cee5e7b463b3,36c453e1c49fd20dc4c1190cd573b0b8816aa7d0,21da96ce913416205b6ea874f30b1de633340720,21da96ce913416205b6ea874f30b1de633340720
00354bd0,3a7a278ca357a939c5d825758ab4595e8c8dd3cc,e6ca326590d4bd51fa329c63b1adec61c18fc90c,f9ea8c01025ed14dfb532cb96445d84f8441325b,f9ea8c01025ed14dfb532cb96445d84f8441325b
00355bd0,1027f8e4eac51fc4157b7cc46e875f788856a417,059d4e73f69dcfa28d2e9b8a4eeedd3673d6daf5,b43fd72f8d8d32cccd571a4a8cb07264e0f859e1,b43fd72f8d8d32cccd571a4a8cb07264e0f859e1
00356bd0,099f9ba387c50768535551e70fff152e5aad191d,dcd56d0b78324bf89c073df5168b227f19d151c8,061cca140a2e8547f349688c39f759e43492a67d,061cca140a2e8547f349688c39f759e43492a67d
00357bd0,562c218e6d437bee8e6ef3b00e6172e227273fd1,6c8c46dc91474ebf26801a9982b79bf6ad033818,4e06775cbdfd9afa01a9fe8a440bce7a6f104398,4e06775cbdfd9afa01a9fe8a440bce7a6f104398
00358bd0,6994d7f2a36be40fcff3840db920d447511ef885,c3f970a39ddb28b33416a7533f510104044c3113,ecb8364518cf249935006d57616ecf887a674aaf,ecb8364518cf249935006d57616ecf887a674aaf
00364ad1,db1e71fc0fad74196ffba1844d3cf987471c7e0f,419eb797bba438f90d933c0730b785894add7c58,5f3392c6d31087aa5b65321172d320b43d2883e5,5f3392c6d31087aa5b65321172d320b43d2883e5
0036ea81,f44438e681d51cce4729b74023b1b96cfa1cefdc,b4c42978b56e9b333eae5bbc21e689ee8357efa1,3e2ea941af5a76598ecff9ac03d95a826bd56afd,3e2ea941af5a76598ecff9ac03d95a826bd56afd
0036fbd0,08eadbf2757002a37034c8eac2554bcb4c158189,8d7ee587000462e5e6133ce3a4cd37089265bbba,3a674e24a454b5fb08f0680987e2cc658f597fac,3a674e24a454b5fb08f0680987e2cc658f597fac
00370bd0,b70ba7511cb77376cdde7a124655647cb9f2a633,2e7925cceb6378a4e54d4bae5c15189cf5824214,70dd4a55f697c4cb9af297dd35a73687250775e8,70dd4a55f697c4cb9af297dd35a73687250775e8
00371bd0,f7cbfa2a3dcc63bd6669001b0e0bbc1b94421b34,ce56c977bba84f42bcbdc05af12c1820b287fdd0,0c4c2e89871c7e96c9e0345afdbaf9ab171b7d67,0c4c2e89871c7e96c9e0345afdbaf9ab171b7d67
00372bd0,fb194ccf0b28526233d80903fa13900378722fb7,a9444c38ec48a904f899269fc8828d155f1cb3b1,f600dbc30d8265c33d9002c2c8acbcf8a5782c5c,f600dbc30d8265c33d9002c2c8acbcf8a5782c5c
00373bd0,64201459560006164671ef52e8e812f6c3ace258,0affd98f5a43bb3d9e69c405000d3e2337a9231b,c0052ec690314401a05019e73dfb5b5b480e012a,c0052ec690314401a05019e73dfb5b5b480e012a
00374bd0,db2ace5f7c3b8be8d02291d051f57b152f0138fb,faa6a11a2efd4c44c2c40b356b4770c7308c5fc8,0b9af9fa76f668f485a1cdeb28b05891089c111a,0b9af9fa76f668f485a1cdeb28b05891089c111a
00375bd0,07d0355910a969fa3faf4f35acb18f49a0121382,54cb7f0cb9cbd44bd7e3c2561fb7618081f8e46b,8894eede8c3ae385c4b83225b6ba3418b376ee63,8894eede8c3ae385c4b83225b6ba3418b376ee63
00376bd0,d1c2a3a04c18b6ca98191ac52053b38ee13bcadc,580588b77fbcee1d234e79dd7b0753f2440fe98a,2b298bb47bd00bf1cdce1167ba39832a5bc853af,2b298bb47bd00bf1cdce1167ba39832a5bc853af
00384ad1,ae914c577967df083316cc5dd6fd6253fd434b3d,afabe58b5d10f938ffea839b854cd8bd93584bce,dd3686460c848c7b1f3a7d1de55e8404998be969,dd3686460c848c7b1f3a7d1de55e8404998be969
0038e7a7,ffabcbc69261c30dd7da3506e8a1ec56f5ec4e2a,ab80c70e02809d9f0da5215756981afc2f5f78d7,b9b63c47a992c4ef6b282dc1dfb7f68d79bcf5d0,b9b63c47a992c4ef6b282dc1dfb7f68d79bcf5d0
0038f08e,6fea3212b1ca9be7936a1e2554173e2807ca8605,64fd4b2a2f087e5d6d0a9247f729ff1398bf19a3,a1ac70de4c4ccfc6d92f49ef8d0630ec23a5a3ae,a1ac70de4c4ccfc6d92f49ef8d0630ec23a5a3ae
0038f2a7,fe466aae9f35f75bde16a0eacf99c76bfea68b7c,38456006cf65bad2f1f6091b1b855e80ecae4ead,5d2f7671ec59a26e6719c8b6299e2f0250fb6755,5d2f7671ec59a26e6719c8b6299e2f0250fb6755
0038f2a7_09a2e59f677ae755c7156ae89bea86a9,6df19a37c55eb560f61314b0910d6f68a9feea91,cc1d9692f31e67721a20ff931a86ab7c76383036,1162e1933c312dcdd65b653bed8ea2a890d58ab1,1162e1933c312dcdd65b653bed8ea2a890d58ab1
0038f2a7_506b55e6b21d5eaec73ca5aa5ffb9a36,ab818efb436a4527224793454aadb9bf49c7e253,9b3c6eb6cdfc9c128fa75a4361c37794bae98b75,05d829390832569d7f42ee6ec8b6079e727ce4de,05d829390832569d7f42ee6ec8b6079e727ce4de
0038f2a7_be3ef19531b3a85625ef614280f2874c,3227da00feebea0963059649869f5d07b96641fd,56fe5389703f7ab7bfe89ab88d0571b1c7d9e8ad,0549fac13ee777078c2aef967f90158742de8d06,0549fac13ee777078c2aef967f90158742de8d06
003a4ad1,8106306a72d212277f3ee7e3b61f672432fb1685,fde041ca79548fb0eba5aeddc12003900013f435,c62a5b9ea1480c2919582b6597aa872a95d4980f,c62a5b9ea1480c2919582b6597aa872a95d4980f
003c4ad1,b3e7dcdf70e937b6c2cbec80ea2c46698a7003a2,1cb76efed4c8dbf31c56b49bec6f9a14b7b7eabe,79ce96e3dc81da1563c6c24cedd612c455f842c2,79ce96e3dc81da1563c6c24cedd612c455f842c2
003e4ad1,9640ff9e060c56d8d43309b1263d53164a96206b,0eec0833995744435fbffe829f0f5b7e93ab3b71,69b6789720644347fcd5894cd4514af65b9c5355,69b6789720644347fcd5894cd4514af65b9c5355
003e9364,3f301aebf70080aa53864dd55468ba5d8508f3fa,8c6581cb8fd584cb9bbc67745f8526822f6add62,8ec766d701900b229bf8fc49b8c176dac868a7d4,8ec766d701900b229bf8fc49b8c176dac868a7d4
003fc7c9,5da5fa1c9a2a1ac88493b74fe7d5c732db4142fc,ca8b46c738ac6abfbfbf1d703670fcc4a73619f9,c9a5debc7004c3f2d91895c2363336c85a8ab9e4,c9a5debc7004c3f2d91895c2363336c85a8ab9e4
00404ad1,014a42f68c69c5fc2a402b6e84eb13c0df738ac4,2e39217b369996d639c83df79c2c928a8c3bcb52,d46d73fb79aa4fdf876eda721cdd95175daac8a0,d46d73fb79aa4fdf876eda721cdd95175daac8a0
0040cd15,5b52e198e3613243a6fa8612b616fdd82476e7f9,ff2b7e830c71a6c37f93ff942ebf1c5802961014,087d7c74541a84189d03f6c35bbe3ad7a88db8a2,087d7c74541a84189d03f6c35bbe3ad7a88db8a2
0040eac3,f8577ec1fe76fed06bf4241163b4262881bed29a,2ec681a080a88c85671ba58d47e11c6da1fe21ef,94e83f1353fa0700a06fa127c1ef65dd0ba3a3d7,94e83f1353fa0700a06fa127c1ef65dd0ba3a3d7
0041eac3,302b023308af86c0633840259401cd503ae4b1f9,107e47a0baffe3364cd3bb41f7a609cf675d3b2e,4206dbfc31747c3297453381e52214a203b76f80,4206dbfc31747c3297453381e52214a203b76f80
00424ad1,8a107aa61e54bbe62e917582b7c54da0274f0ce8,e05c8d06ca4e22fdd12040d25cf7a18569e38696,39b0ef04d2161db11815c94f5ec5776d85a7ba06,39b0ef04d2161db11815c94f5ec5776d85a7ba06
0042eac3,e5ddf11c47e9d4f631f4cf654d478b7f62876050,b33229443f2d9e70a7c424a07514229abaec867f,3c532af317224d9e19731f73654b8078fe6b0cd8,3c532af317224d9e19731f73654b8078fe6b0cd8
0043eac3,87fcde2cc20f862194e6c27461dcab731695af9f,2789615da5ca9c83a56ef64b42a91707451a5139,93f65f0e28aaf116008b7e8acc14b2c3e1cd9621,93f65f0e28aaf116008b7e8acc14b2c3e1cd9621
00443f1d,9ace120e7aff5b1db8edcfa90af2c74a5b9886f7,19081cc2c27f87c513620ea80f0d4feb24ef7e29,652d6c4ee69dbe9543b42be6ae5b37969fb38c77,652d6c4ee69dbe9543b42be6ae5b37969fb38c77
00453f1d,421bc84212dee6307cc30777f4c037287ceeda8b,5744df601b40630e7d37a4702b436ae7df487745,676f40ba7ba3f74dfc873a796dfb716b2a7f13eb,676f40ba7ba3f74dfc873a796dfb716b2a7f13eb
00459114,32603829ef3306d66622b1ba82b6461e6400e3a6,6d5e1a4c481ead52fe58ab2be8b7ac5fda16d6ac,abe5a0e8a847035448bb2a5ba2434c400fc6b8af,abe5a0e8a847035448bb2a5ba2434c400fc6b8af
